persona_key,index,iteration,word_count,within_sim,between_sim,delta_sim
planner,1,2,322,0.9317697286605835,0.8343520164489746,0.09741771221160889
planner,2,3,269,0.7535162568092346,0.6400572061538696,0.11345905065536499
planner,3,4,318,0.9271678924560547,0.8214954733848572,0.10567241907119751
planner,4,5,312,0.9278509020805359,0.8911333084106445,0.03671759366989136
planner,5,6,296,0.9142451286315918,0.8982731699943542,0.01597195863723755
planner,6,7,231,0.9191875457763672,0.8459782600402832,0.07320928573608398
planner,7,8,291,0.903609037399292,0.79988694190979,0.10372209548950195
planner,8,9,260,0.8154646754264832,0.7268559336662292,0.0886087417602539
planner,9,10,252,0.9395766258239746,0.844822108745575,0.09475451707839966
planner,10,11,311,0.8858285546302795,0.7748944759368896,0.11093407869338989
planner,11,12,345,0.8998392820358276,0.798576831817627,0.10126245021820068
planner,12,13,331,0.8999100923538208,0.8279786109924316,0.07193148136138916
planner,13,14,252,0.8867256045341492,0.8751267790794373,0.011598825454711914
planner,14,15,216,0.8461953997612,0.8583395481109619,-0.012144148349761963
planner,15,16,252,0.950190544128418,0.8769292235374451,0.0732613205909729
planner,16,17,280,0.8952873945236206,0.8283323049545288,0.0669550895690918
planner,17,18,257,0.9014872312545776,0.8308148384094238,0.07067239284515381
planner,18,19,303,0.9107680320739746,0.8387062549591064,0.07206177711486816
planner,19,20,332,0.9238482117652893,0.8189440369606018,0.1049041748046875
planner,20,21,255,0.9436601400375366,0.8275287747383118,0.11613136529922485
planner,21,22,237,0.9290186166763306,0.877364993095398,0.05165362358093262
planner,22,23,301,0.8844316005706787,0.7888455390930176,0.09558606147766113
planner,23,24,239,0.7843822240829468,0.7411512136459351,0.04323101043701172
planner,24,25,192,0.8723450303077698,0.7939529418945312,0.07839208841323853
planner,25,26,198,0.9115878343582153,0.8724501132965088,0.03913772106170654
planner,26,27,275,0.9313735961914062,0.8902628421783447,0.04111075401306152
planner,27,28,335,0.8727558851242065,0.7700631618499756,0.10269272327423096
planner,28,29,258,0.9080637693405151,0.8454667329788208,0.06259703636169434
planner,29,30,238,0.9180150032043457,0.8924432992935181,0.025571703910827637
planner,30,31,299,0.9084655046463013,0.8538793921470642,0.05458611249923706
planner,31,32,254,0.9262971878051758,0.8693002462387085,0.056996941566467285
planner,32,33,328,0.9295889735221863,0.8686384558677673,0.060950517654418945
planner,33,34,262,0.8936684131622314,0.8196141123771667,0.0740543007850647
planner,34,35,151,0.8564602136611938,0.7929643392562866,0.06349587440490723
planner,35,36,218,0.9505527019500732,0.8898511528968811,0.06070154905319214
planner,36,37,283,0.9072044491767883,0.874262809753418,0.03294163942337036
planner,37,38,277,0.9294490814208984,0.821424663066864,0.10802441835403442
planner,38,39,281,0.9232217073440552,0.8045722246170044,0.11864948272705078
planner,39,40,263,0.9433590173721313,0.8475995659828186,0.09575945138931274
wellness_weekender,120,1,255,0.9317598342895508,0.9233168959617615,0.008442938327789307
wellness_weekender,121,2,307,0.9325752854347229,0.9208370447158813,0.011738240718841553
wellness_weekender,122,3,191,0.9116760492324829,0.8781420588493347,0.03353399038314819
wellness_weekender,123,4,226,0.9256391525268555,0.9059280157089233,0.01971113681793213
wellness_weekender,124,5,303,0.9112281799316406,0.8980525135993958,0.013175666332244873
wellness_weekender,125,6,200,0.9031836986541748,0.9044542908668518,-0.001270592212677002
wellness_weekender,126,7,317,0.8558601140975952,0.8652108907699585,-0.009350776672363281
wellness_weekender,127,8,193,0.9194393157958984,0.9015568494796753,0.017882466316223145
wellness_weekender,128,9,293,0.9129849076271057,0.8885642290115356,0.02442067861557007
wellness_weekender,129,10,276,0.9172669649124146,0.8870371580123901,0.030229806900024414
wellness_weekender,130,11,275,0.9440192580223083,0.9246519804000854,0.0193672776222229
wellness_weekender,131,12,148,0.8175543546676636,0.8442543148994446,-0.026699960231781006
wellness_weekender,132,13,219,0.9249606132507324,0.9299970269203186,-0.005036413669586182
wellness_weekender,133,14,224,0.8907212615013123,0.8644225001335144,0.02629876136779785
wellness_weekender,134,15,299,0.8840420246124268,0.8917347192764282,-0.007692694664001465
wellness_weekender,135,16,335,0.949445903301239,0.9345508813858032,0.014895021915435791
wellness_weekender,136,17,281,0.9087488651275635,0.914252519607544,-0.005503654479980469
wellness_weekender,137,18,328,0.936795711517334,0.9102368354797363,0.026558876037597656
wellness_weekender,138,19,241,0.9256160259246826,0.9083279967308044,0.017288029193878174
wellness_weekender,139,20,286,0.9268923997879028,0.8950739502906799,0.0318184494972229
wellness_weekender,140,21,183,0.9008094072341919,0.8997038006782532,0.0011056065559387207
wellness_weekender,141,22,279,0.9091824293136597,0.8954145908355713,0.013767838478088379
wellness_weekender,142,23,230,0.912736177444458,0.9014585018157959,0.01127767562866211
wellness_weekender,143,24,239,0.9026881456375122,0.9037292003631592,-0.0010410547256469727
wellness_weekender,144,25,250,0.9531185030937195,0.9365023374557495,0.01661616563796997
wellness_weekender,145,26,229,0.9480756521224976,0.9327151775360107,0.015360474586486816
wellness_weekender,146,27,188,0.9461035132408142,0.9184886813163757,0.027614831924438477
wellness_weekender,147,28,286,0.9359130859375,0.8972489237785339,0.038664162158966064
wellness_weekender,148,29,141,0.905829906463623,0.9025654792785645,0.0032644271850585938
wellness_weekender,149,30,207,0.907599687576294,0.9120358228683472,-0.004436135292053223
wellness_weekender,150,31,304,0.9360596537590027,0.9060347676277161,0.03002488613128662
wellness_weekender,151,32,256,0.9116316437721252,0.8955405354499817,0.016091108322143555
wellness_weekender,152,33,218,0.8841690421104431,0.9089274406433105,-0.02475839853286743
wellness_weekender,153,34,226,0.8529901504516602,0.8636152148246765,-0.010625064373016357
wellness_weekender,154,35,283,0.900438666343689,0.869645357131958,0.030793309211730957
wellness_weekender,155,36,247,0.9102723598480225,0.8927024602890015,0.017569899559020996
wellness_weekender,156,37,188,0.922389805316925,0.8841350078582764,0.03825479745864868
wellness_weekender,157,38,218,0.9179417490959167,0.9207087159156799,-0.0027669668197631836
wellness_weekender,158,39,160,0.8447088003158569,0.8686362504959106,-0.02392745018005371
wellness_weekender,159,40,302,0.9370100498199463,0.9071798920631409,0.02983015775680542
